9781579,人们在一定的认识基础上确立的对某种思想或事物坚信不疑并身体力行的精神状态是指<br />,9775151,C
9780602,中国特色社会主义共同理想与共产主义远大理想有着内在的联系它们之间是(   )。<br />,9775189,D
9768523,（）安全是人类面临的共同挑战，需要各国携手应对，中国应加强同世界卫生组织的沟通交流，同有关国家特别是疫情高发国家在溯源、药物、疫苗、检测等方面的科研合作。,9775211,D
9775189,无产阶级政党的组织原则是(   )。,9775318,A;D
9775951,构成爱情的三个基本要素是(   )。<br />,9775664,C
9775664,陈独秀的右倾机会主义和王明\,9775747,D
9780572,我国现行宪法规定 中华人民共和国的一切权力属于(   )。<br />,9775848,B
9781665,下列说法错误的是<br />,9775859,C
9768526,2016年美国总统大选，（）当选为美国新一届总统。,9775951,C
9768327,要牢记（）高于一切，组织动员各级党组织和广大党员、干部把打赢疫情防控阻击战作为当前的重大政治任务，把投身防控疫情第一线作为践行初心使命、体现责任担当的试金石和磨刀石。,9775965,D
9775747,1894年，孙中山创建了第一个革命团体 ( ) ,9775995,D
9782187,人类最初的道德是以(     )等形式表现出来<br />,9775999,A
9781547,关于法律权利与法律义务的关系下列说法中正确的是:(   )。<br />,9776102,C
9781682,新型国际关系，“新”的涵义有(   )。,9776129,B;C;D
9819534,创新发展，包括（）。,9780572,B
9781492,继承和弘扬中华民族优良道德能够(   )。<br />,9780584,A
9781441,维护公共秩序的基本手段有(   )。<br />,9780602,C
9819736,中国坚持打开国门搞建设，积极促进“一带一路”国际合作，努力实现政策沟通、( )，打造国际合作新平台，增添共同发展新动力。,9780722,A;B;C;D
9776129,中国早期接受宣传马克思主义的主要是 ( ) ,9780724,B;D
9819743,习近平总书记指出，坚持总体国家安全观，走中国特色国家安全道路。下面关于走中国特色国家安全道路的原则，表述正确的是（）。,9780776,A;B;C;D
9780776,1931年后，中共直接领导了东北人民的抗日武装斗争，中共中央及东北党组织并先后选派了 ( ) 等同志到东北，加强各级党组织的领导力量。,9780878,B
9819849,关于新型冠状病毒谣言四起，下列描述是谣言的是（ ）。,9781034,C
9780724,1947年2月到6月，中国人民解放军粉碎了国民党军队 ( ) ,9781130,B
9781693,中国共产党在中国革命中战胜敌人的三个主要法宝是(   )。,9781137,C
9775318,现代西方哲学从思想倾向来看，可分为两大思潮，这两大思潮是(   )。,9781285,D
9780722,五四前后，为了扩大马克思主义的思想阵地，共产党早期组织的成员同以 ( ) 为代表的反马克思主义的思想流派进行了斗争,9781311,C
9768342,在2020年2月23日召开的统筹推进新冠肺炎疫情防控和经济社会发展工作部署会议上，习近平总书记给参会同志提出3点要求：（）。,9781441,A;B;C;D
9764580,在全党和全国工作重心由革命转向建设的时候，面临着一个如何认识和处理社会主义社会矛盾的问题。,9781492,A;B;C;D
9766547,国家垄断资本主义的出现从根本上改变了垄断资本主义的性质。,9781547,A;B;C;D
9765137,把中国建设成为创新型国家，要坚持走合作、引进和依靠外援的道路。,9781579,B
9768662,2020年5月22日，十三届全国人大三次会议开幕，李克强向大会作政府工作报告。报告提出全年经济增速具体目标为5.5%,9781604,A
9819593,扶贫先扶志，脱贫贵在立志。,9781665,B
9767389,恋爱作为一种人际交往，也必然要受到道德的约束。,9781682,B;C;D
9819545,党的十八大以来，以习近平同志为核心的党中央提出了全面建成小康社会新的目标要求，规划和设计了未来美好生活的宏伟蓝图。,9781693,B;C;D
9764911,遵义会议上，毛泽东思想被确立为全党的指导思想。,9781984,A
9765028,推进需求侧结构性改革，是适应和引领经济发展新常态的重大创新。,9782011,A
9763654,冷战结束后，国际形势发生了广泛而深刻的变化，时代主题也已不是和平与发展了。,9782067,B
9767367,法安天下，德润人心。道德和(&nbsp;)都是调节人们思想行为、协调人际关系、维护社会秩序的重要手段，二者相辅相成、相互促进。,9782187,B
9767951,在一定的条件下，理想就可以转化为未来的现实。脱离现实而谈理想，理想就会成为(&nbsp;)。,9819534,A;B;C;D
9764415,执政党的(&nbsp;)是关系党生死存亡的重大问题。,9819545,true
9765909,为复辟帝制，袁世凯与(&nbsp;)签订了严重损害中国利益的“二十一条”。,9819593,true
9763651,2013年9月和10月，习近平在出访中亚和东南亚国家期间，先后提出共建“(&nbsp;)”和“(&nbsp;)”的重大倡议，得到了国际社会的高度关注和积极回应。,9819727,C
9765691,“左”倾错误的主要原因在于，全党的(&nbsp;)理论不足。,9819736,A;B;C;D
9764029,实现伟大梦想，必须进行伟大斗争，必须建设(&nbsp;)，必须推进(&nbsp;)。,9819743,A;B;C;D;E
9766783,(&nbsp;)、(&nbsp;)的矛盾是社会基本矛盾。,9819823,D
9764031,全面建设社会主义现代化国家的进程分两个阶段来安排。第二个阶段，从2035年到本世纪中叶，在基本实现现代化的基础上，再奋斗15年，把我国建成富强民主文明和谐美丽的(&nbsp;)。,9819841,D
9764564,标志着党探索中国社会主义建设道路的良好开端的是(&nbsp;)的发表。,9819849,A;B;C
9774937,英雄创造历史的观点的前提是(   )。,9763578,\u4E2D\u534E\u6C11\u65CF\u4F1F\u5927\u590D\u5174
9781979,新中国第一部宪法是(   )。<br />,9763753,true
9781247,顺应自然，就是要使人类的活动符合而不是违背自然界的客观规律，以(   )约束人的行为。,9764119,\u4EBA\u6C11
9819805,目前已知的新型冠状病毒的传播途径不包括以下哪种？,9764225,true
9768397,在中华民族的爱国主义发展史上， （）是对国家主权、领土完整及民族感情的认同，也是中华儿女爱国情怀的重要体现。,9764678,\u4E00\u5316\u4E09\u6539
9774833,爱因斯坦说：“哲学可以被认为是全部科学之母”，这说明(   )。,9764802,true
9782160,下列选项中不属于行政处罚措施的是(   )。<br />,9765008,\u4E0D\u5FD8\u521D\u5FC3;\u7262\u8BB0\u4F7F\u547D
9781339,文化已成为国家核心竞争力的重要组合部分，越来越多的国家把提高(   )作为重要发展战略。,9765145,false
9768466,1986年，我国第一次制定国家扶贫标准，当年为农民人均年纯收入（）。,9765588,\u897F\u5B89\u4E8B\u53D8
9781881,(   )的形成与发展是道德产生的主观条件。<br />,9765785,false
9775614,1940年8月至12月，八路军对华北日军发动的大规模进攻战役是 ( ) ,9766114,\u82F1\u6CD5
9776098,下列事件按时间的先后次序排列应是： ①护国运动  ②二次革命  ③袁世凯称帝  ④护法运动 ( ) ,9766206,\u5C01\u5EFA\u793E\u4F1A
9781642,法律的运行是一个从创制实施到(  )的过程<br />,9766235,true
9780653,自强不息精神的具体体现不正确的是(   )。<br />,9766929,true
9776043,国共合作之下进行的北伐战争所喊出的 ( ) 口号响彻大江南北,9767211,\u5168\u56FD\u4EBA\u6C11\u4EE3\u8868\u5927\u4F1A
9768528,美国的对外贸易政策具有两面性与双重标准的特征，对外出口主张自由贸易，进口商品却实施（）政策。,9767367,\u6CD5\u5F8B
9781193,只有形成现代化(   )体系，才能更好顺应现代化发展潮流和赢得国际竞争主动，也才能为其他领域现代化提供有力支撑。,9767370,\u516C\u5171\u79E9\u5E8F
9775206,社会形态是(   )。,9767647,true
9819717,当今世界，（ ）成为率先渗透到经济社会生活各领域的先导技术，对国际政治、经济、文化、社会生活等领域产生了深刻的影响。,9767650,true
9768593,2019年6月，中美两国元首在大阪举行会晤，同意推进以协调、合作、（）为基调的中美关系。,9768332,C
9781863,人的本质在于(   )。<br />,9768397,A
9775761,《资政新篇》较之《天朝田亩制度》更具有历史的进步性，主要是指它： ( ) ,9768466,D
9775057,资本主义由自由竞争阶段进入垄断阶段，最根本的标志在于(   )。,9768484,true
9775186,社会主义的根本任务是(   )。,9768528,C
9780654,爱国主义是调节个人与祖国之间关系的(   )。<br />,9768593,A
9781861,人生观与世界观的关系是(   )。<br />,9774833,B
9782096,万某有一部2年前买的已经长期使用过的MP3播放器现已闲置。当他得知同学金某想购买一台二手的、九成新的MP3播放器后便对金某谎称自己的MP3播放器刚买几个月没有用过。万某的行为违背了哪项民法原则?<br />,9774937,A
9776091,辽沈、淮海、平津三大战役共歼灭和改编敌军 ( ) ,9775057,A
9781886,社会经济关系所表现出来的利益决定着道德的(   )和主要规范。<br />,9775159,D
9768332,习近平总书记指出，打赢疫情防控这场人民战争，必须紧紧依靠（）。,9775186,D
9775968,衡量人生的社会价值的重要标准是(   )。<br />,9775206,B
9781190,高素质的(   )是推动供给侧结构性改革、振兴实体经济发展的重要力量。,9775359,A;C;D
9781256,在生态系统保护和修复中，把(   )修复生态系放在首位。,9775403,A;B;D
9775159,“沉舟侧畔千帆过，病树前头万木春。”“芳林新叶催陈叶，流水前波让后波。”这两句诗包含的哲学道理是(   )。,9775614,B
9781323,江泽民指出，我国现代化建设的一条重要经验，就是坚持国防建设与经济建设协调发展的方针，在(   )的基础上推进国防和军队现代化。,9775761,D
9781268,坚决打好防范化解重大风险攻坚战，要高度重视金融、地方债务、(   )、社会稳定等领域存在的风险隐患。,9775773,A
9819802,截至目前，对新型冠状病毒的命名是什么？,9775878,C
9781197,建设现代化经济体系，必须建设体现效率、促进公平的(   )。,9775968,B
9775878,即使在个人单处无人监督时也坚守自己的道德信念对自己的言行小心谨慎不做不道德的事。这种道德修养的方法是:<br />,9776043,A
9775773,近代史上外国在中国  ( ) 建立了第一块租界地。,9776091,C
9775403,国家垄断资本主义的基本形式有(   )。,9776098,C
9781540,法律区别于其他社会规范的重要特征是:(   )。<br />,9776182,B;C
9781457,人才的特征有(   )。<br />,9780653,B
9780749,下列条约中涉及香港问题的有 ( ) ,9780654,D
9775359,简单商品经济中所包括的各种矛盾主要是(   )。,9780672,A;D
9781531,大力提倡诚实守信的美德的重要意义包括(   )。<br />,9780749,A;D
9819527,全面建成小康社会，“小康”讲的是发展水平，“全面”讲的是发展的（）。,9780763,A;B;C;D
9780763,过渡时期的总路线体现中国由新民主主义向社会主义转变的历史必然，这是因为 ( ) ,9780776,A;B;C;D
9780776,1931年后，中共直接领导了东北人民的抗日武装斗争，中共中央及东北党组织并先后选派了 ( ) 等同志到东北，加强各级党组织的领导力量。,9781190,C
9781568,现阶段我国各族人民共同理想的基本内容有:(   )。<br />,9781193,A
9781463,个人主义是(   )。<br />,9781197,C
9781443,大学生活的特点与中学相比发生了明显的变化主要表现在(   )。<br />,9781247,C
9780672,帝国主义瓜分中国图谋破产的原因是 ( ) ,9781256,D
9781838,为了实现中国梦，我们必须做到(   )。,9781268,C
9776182,下列事件中，由蒋介石亲手制造的有 ( ) ,9781323,B
9767647,文化的力量，归根到底来自于凝结其中的核心价值观的影响力和感召力；文化软实力的竞争，本质上是不同文化所代表的核心价值观的竞争。,9781339,D
9765785,中国共产党第一次全国代表大会提出了反帝反封建的民主革命纲领。,9781443,A;B;C
9764225,保持和发展党的先进性是马克思主义政党自身建设的根本任务和永恒课题。,9781457,A;C;D
9763753,党对军队的绝对领导是中国特色社会主义的本质特征，是党和国家的政治优势。,9781463,A;B;C
9767650,社会主义核心价值观是社会主义核心价值体系的内核，体现着社会主义核心价值体系的根本性质和基本特征。,9781531,A;B;C
9765145,社会主义现代化建设“三步走”的战略部署是毛泽东提出的。,9781540,B;C
9766235,中国的半殖民地半封建社会是一种从属于资本主义世界体系的畸形社会形态。,9781568,B;C;D
9764802,抗日民族统一战线是一条包括各阶级在内的最广泛的爱国统一战线。,9781642,D
9768484,使用“小康”这个概念来确立中国的发展目标，既符合中国发展实际，也深得人民群众的认同和支持。,9781838,A;B;C;D
9766929,认识是一个不断反复和无限发展的过程。,9781861,B
9763578,实现(&nbsp;)是近代以来中华民族最伟大的梦想。,9781863,B
9766114,火烧圆明园的侵略军是第二次鸦片战争时的(&nbsp;)联军。,9781881,A
9767370,(&nbsp;)是由一定规范维系的人们公共生活的一种有序化状态，如工作秩序、教学秩序、交通秩序、娱乐秩序、网络秩序等。,9781886,B
9765008,党的十九大的主题是：(&nbsp;)、(&nbsp;)，高举中国特色社会主义伟大旗帜，决胜全面建成小康社会，夺取新时代中国特色社会主义伟大胜利，为实现中华民族伟大复兴的中国梦不懈奋斗。,9781979,B
9764119,以(&nbsp;)为中心的发展思想，是党的全心全意为人民服务的根本宗旨在新时代的具体体现。,9782096,C
9767211,根据宪法规定，(&nbsp;)及其常务委员会行使国家立法权，负责宪法和法律的制定、修改、废止和解释工作。,9782160,D
9767367,法安天下，德润人心。道德和(&nbsp;)都是调节人们思想行为、协调人际关系、维护社会秩序的重要手段，二者相辅相成、相互促进。,9819527,A;B;C
9765588,1936年，张学良、杨虎城发动了(&nbsp;)，扣留了蒋介石。,9819717,A
9764678,党在过渡时期总路线的主要内容被概括为“(&nbsp;)<span style=\,9819802,C
9766206,鸦片战争前的中国社会是(&nbsp;)。,9819805,D
9819843,吸烟能预防病毒感染是谣言，原因是什么？,9763595,true
9780697,在中国共产党领导的敌后战场上，为国捐躯的抗日将领有 ( ) 等。,9763729,\u6218\u6597\u529B
9775310,“巧妇难为无米之炊”的哲学意义是(   )。,9764029,\u4F1F\u5927\u5DE5\u7A0B;\u4F1F\u5927\u4E8B\u4E1A
9780775,通过重庆谈判和签订的“双十协定”，中共取得的成果有 ( ) ,9764200,\u5168\u9762
9781828,构建人类命运共同体必须(   )。,9764390,\u4FDD\u6301\u515A\u540C\u4EBA\u6C11\u7FA4\u4F17\u7684\u8840\u8089\u8054\u7CFB
9781404,当代大学生应遵循的基本恋爱道德规范包括<br />,9764396,\u5EFA\u8BBE\u4EC0\u4E48\u6837\u7684\u515A;\u600E\u6837\u5EFA\u8BBE\u515A
9781754,根据《关于正确处理人民内部矛盾的问题》的分析，解决人民内部矛盾的具体方针有(   )。,9764696,false
9781501,中华民族优良道德传统已经深入到全民族的(   )。<br />,9765271,false
9781396,理想信念对大学生成长成才的意义有<br />,9765452,\u6BDB\u6CFD\u4E1C\u601D\u60F3
9768404,习近平总书记在纪念五四运动100周年大会上的重要讲话中指出：“当代中国，爱国主义的本质就是坚持爱国和（）、（）高度统一。”,9765487,\u4E2D\u539F
9768474,党中央提出脱贫攻坚到2020年要实现的“两个确保”目标，即（）。,9765504,false
9780797,洋务派的主要活动包括 ( ) ,9765618,true
9768341,（）、（）始终是本次战“疫”的主战场。,9765700,true
9781799,在党的十六大报告中，江泽民把社会主义(   )一起确立为社会主义现代化全面发展的基本目标，从而使中国特色社会主义的理论和实践进一步走向成熟和完善。,9765776,false
9781440,在哪些生活领域都要遵守相应的道德和法律(   )。<br />,9766015,false
9765504,全面内战是以国民党进攻东北解放区为起点的。,9766403,\u4E2D\u56FD\u5171\u4EA7\u515A
9764696,党在过渡时期总路线的主体是对资本主义工商业的社会主义改造。,9766637,\u8D2E\u85CF\u624B\u6BB5;\u652F\u4ED8\u624B\u6BB5
9763595,中国共产党是中国特色社会主义事业的开创者、推动者、引领者。,9767055,\u7269\u8D28
9767456,大学生要以高度的主人翁精神参与精神文明创建活动。,9767456,true
9765618,中国抗日战争是世界反法西斯战争的重要部分，为之做出了重大贡献。,9768341,A;B
9766015,洋务运动为中国摆脱贫困找到了出路。,9768404,A;B
9765700,遵义会议批评了李德、博古在第五次“反围剿”中的错误。,9768457,D
9765271,1975年，邓小平领导的整顿一开始就遭到毛泽东的反对。,9768474,B;D
9819550,我国幅员辽阔，各地发展差距较大，生产力发展水平多层次，不可能是“同一水平小康”，完全没有差距是不可能的。,9768526,B
9765776,新文化运动是新民主主义革命阶段的开端。,9768666,C
9765452,以毛泽东为主要代表的中国共产党人，把马克思列宁主义的基本原理同中国实际相结合，创立了(&nbsp;)。,9774875,C
9765487,1946年6月底，国民党军以进攻(&nbsp;)解放区为起点，挑起了全国性的内战。,9774882,A
9764390,加强和改进党的作风建设，核心问题是(&nbsp;)。,9774993,A
9763729,军队强不强，关键看打仗；战场打不赢，一切等于零。把(&nbsp;)作为唯一的根本的标准，是有效履行我军根本职能的内在要求，也是提高军队建设质量效益的客观需要。,9775034,D
9766403,1921年7月，(&nbsp;)成立，并成为中国社会主义运动的领导力量。,9775045,B
9764029,实现伟大梦想，必须进行伟大斗争，必须建设(&nbsp;)，必须推进(&nbsp;)。,9775140,B
9766637,货币具有五种基本的职能，即价值尺度、流通手段、(&nbsp;)、(&nbsp;)和世界货币。,9775310,B;C
9764200,坚持以人为本，最终是为了实现人的(&nbsp;)发展。,9775500,C
9764396,江泽民紧紧围绕(&nbsp;)、(&nbsp;)，进行了长期深入的思考。,9775505,D
9767055,马克思主义认为，(&nbsp;)是世界的本原。,9775637,C
9819567,在实施精准扶贫的过程中，扶贫开发任务要落实到村、精确到户、精准到（）。,9775671,B
9819829,人防护装备指用于保护人员避免接触感染性因子的各种屏障用品，下列不属于呼吸及眼防护具类的是（）。,9775674,C
9781324,(   )是我国现代化建设的战略任务，只有把它搞上去了，经济建设才能有更加坚强的安全保障。,9775804,D
9781947,下列选项中属于我国司法机关的是(   )。<br />,9775889,D
9775889,道德模范之所以成其为道德模范是因为<br />,9775957,C
9781202,建设现代化经济体系，必须加快构建(   )新型政商关系。,9780545,A
9774875,事物矛盾问题的精髓是(   )。,9780549,C
9780877,(     )是人类道德起源的第一个历史前提。<br />,9780580,A
9819521,党的十九大提出：从2020年到2035年，在全面建成小康社会的基础上，再奋斗15年，（）。,9780656,A
9768457,中国特色社会主义进入新时代，我国社会主要矛盾已经转化为人民日益增长的（）需要和（）的发展之间的矛盾。,9780697,A;B;C;D
9782175,人们对荣誉和耻辱的根本看法和基本观点是(   )。<br />,9780775,A;C;D
9775637,太平天国革命前期的纲领《天朝田亩制度》实际上是一个以 ( ) 为中心的比较完善的社会改革方案,9780797,A;B;C
9781193,只有形成现代化(   )体系，才能更好顺应现代化发展潮流和赢得国际竞争主动，也才能为其他领域现代化提供有力支撑。,9780845,C
9775957,“知之为知之不知为不知”是(   )优良学风的体现。<br />,9780877,A
9775045,资本主义法制的核心是(   )。,9780961,D
9780845,父母有抚养教育子女的义务子女有赡养扶助父母的义务这是(   )规定的。<br />,9780992,C
9780992,习近平新时代中国特色社会主义思想的核心要义是(   )。,9781115,D
9775500,遵义会议后，中共中央政治局成立的三人军事指挥小组成员是(  ),9781193,A
9781335,维护世界(   )、促进共同发展，是中国外交政策的宗旨。,9781202,C
9780549,我国宪法规定公民的人格尊严不受侵犯、住宅不受侵犯、通信自由和通信秘密受法律保护。以上权利属于我国公民基本权利中的(   )。<br />,9781324,D
9768666,<span style=\,9781335,A
9780580,宪法是国家的根本大法。下列哪个不是我国现行宪法的基本原则?<br />,9781396,A;B;D
9781938,我国社会主义法治理念具有丰富的内涵。其中属于社会主义法治核心内容的是(   )。<br />,9781404,A;B;C
9775671,新民主主义社会在经济上的特点是 ( ) ,9781440,A;B;D
9780656,鲁迅说:“唯有民魂是值得宝贵的”鲁迅说的民魂是指(   )。<br />,9781501,A;B;C;D
9775505,中国工人阶级的产生 (  ),9781754,B;C;D
9781115,科学发展观的基本要求是(   )。,9781799,A;B;C
9780545,法和法律规定的经济制度是指(   )。<br />,9781828,B;C;D
9768526,2016年美国总统大选，（）当选为美国新一届总统。,9781846,B
9775140,被马克思恩格斯称为“有史以来最伟大的讽刺家”的是(   )。,9781938,B
9774882,事物的度是指(   )。,9781947,A
9782049,科学、崇高的理想信念对大学生成长成才具有重要意义主要表现在:指引大学生走什么路、激励大学生为什么学和(   )。<br />,9781949,D
9782115,在新的历史条件下致力于中华民族的伟大复兴必须在爱国主义旗帜下集中整个民族的智慧和力量来谋求国家的发展和民族的振兴建立(   )。<br />,9782049,A
9775034,产业资本划分为货币资本、生产资本、商品资本的依据是资本各个部分(   )。,9782115,D
9781949,现代任何社会中不仅需要有法律这种社会规范而且还需要有道德、习俗、纪律等其他社会规范。这说明(   )。<br />,9782175,A
9775804,中国第一个传播马克思主义并主张向俄国十月革命学习的先进分子是 ( ) ,9819521,D
9781846,下列选项中属于家庭美德基本要求的是(   )。<br />,9819550,true
9774993,马克思主义产生于19世纪中叶的(   )时代。,9819567,B
9775674,中国近代历史上第一个比较系统的发展资本主义的方案是 ( ) ,9819829,D
9780961,中国革命的首要对象(   )。,9819843,A;B;C
9782011,《宪法》规定“保卫祖国、抵抗侵略是中华人民共和国每一个公民的(   )”。<br />,9763651,\u4E1D\u7EF8\u4E4B\u8DEF\u7ECF\u6D4E\u5E26;21\u4E16\u7EAA\u6D77\u4E0A\u4E1D\u7EF8\u4E4B\u8DEF
9775151,划分唯物史观与唯心史观的根据是(   )。,9763654,false
9774885,只承认量变，不承认质变就会导致(   )。,9764029,\u4F1F\u5927\u5DE5\u7A0B;\u4F1F\u5927\u4E8B\u4E1A
9780584,《宪法》规定“保卫祖国、抵抗侵略是中华人民共和国每一个公民的(   )”。<br />,9764031,\u793E\u4F1A\u4E3B\u4E49\u73B0\u4EE3\u5316\u5F3A\u56FD
9774980,马克思和恩格斯进一步发展和完善了英国古典经济学理论是(   )。,9764415,\u515A\u98CE
9781034,邓小平理论形成的时代背景是(   )成为时代主题。,9764564,\u300A\u8BBA\u5341\u5927\u5173\u7CFB\u300B
9819727,美国的对外贸易政策具有两面性与双重标准的特征，对外出口主张自由贸易，进口商品却实施（）政策。,9764580,true
9819823,新型冠状病毒感染的肺炎是一种全新的冠状病毒肺炎，该病毒具有人群易感性。目前以（）发病多见。,9764911,false
9768390,爱国主义是人们对自己故土家园、种族和文化的归属感、（）、尊严感与荣誉感的统一。 ,9765028,false
9781285,2010年，中国已经形成了以(   )为核心的中国特色社会主义法律体系，为改革开放和社会主义现代化建设提供了有力的法治保障。,9765137,false
9782067,实现理想会出现逆境逆境(   )。<br />,9765691,\u9A6C\u514B\u601D\u4E3B\u4E49
9781130,习近平同志指出，实现中国梦必须凝聚中国力量。所谓中国力量，就是(   )。,9765909,\u65E5\u672C
9819841,如果出现发热、乏力、肌肉酸痛、咳嗽、咳痰、气促等症状，都应及时救医，并同时告诉医生发病前（）的旅行史，以便医生快速做出诊断。,9766547,false
9781984,凡具有中华人民共和国国籍的人都是中华人民共和国(   )。<br />,9766783,\u751F\u4EA7\u529B\u548C\u751F\u4EA7\u5173\u7CFB;\u7ECF\u6D4E\u57FA\u7840\u548C\u4E0A\u5C42\u5EFA\u7B51
9775995,在我国社会主义初级阶级社会主义集体主义道德原则具有多层次的道德要求。其中最基本的道德要求是(   )。<br />,9767367,\u6CD5\u5F8B
9775999,道德发挥作用的性质与社会发展的不同历史阶段相联系由道德所反映的(   )所决定。<br />,9767389,true
9775848,理想区别于幻想、空想的特点是<br />,9767951,\u7A7A\u60F3
9781137,中国梦归根结底是(   )的梦。,9768327,B
9775211,“蒸汽、电力和自动纺织机甚至是比巴尔贝斯、拉斯拜尔和布朗基诸位公民更危险万分的革命家。”这一论断的含义是(   )。,9768342,A;B;C
9775000,关于当代科学技术革命的兴起和发展对马克思主义产生影响的错误理解是(   )。,9768390,B
9774919,在中国，为了治疗疾病，古代就产生了中医学。这说明(   )。,9768523,A
9775965,主张个人本身就是目的具有最高价值社会和他人只是达到个人目的的手段的是(   )人生观。<br />,9768526,B
9781604,爱国主义的基础是<br />,9768662,false
9780878,人类最初的道德是以(     )等形式表现出来<br />,9774875,C
9776102,新文化运动的第一旗手是 ( ) ,9774885,A
9775859,爱国主义精神的落脚点和归宿是<br />,9774919,A
9774875,事物矛盾问题的精髓是(   )。,9774980,C
9781311,军队必须完全地无条件地置于中国共产党的领导之下，军队最高领导权和指挥权属于(   )。,9775000,B
9781579,人们在一定的认识基础上确立的对某种思想或事物坚信不疑并身体力行的精神状态是指<br />,9775151,C
9780602,中国特色社会主义共同理想与共产主义远大理想有着内在的联系它们之间是(   )。<br />,9775189,D
9768523,（）安全是人类面临的共同挑战，需要各国携手应对，中国应加强同世界卫生组织的沟通交流，同有关国家特别是疫情高发国家在溯源、药物、疫苗、检测等方面的科研合作。,9775211,D
9775189,无产阶级政党的组织原则是(   )。,9775318,A;D
9775951,构成爱情的三个基本要素是(   )。<br />,9775664,C
9775664,陈独秀的右倾机会主义和王明\,9775747,D
9780572,我国现行宪法规定 中华人民共和国的一切权力属于(   )。<br />,9775848,B
9781665,下列说法错误的是<br />,9775859,C
9768526,2016年美国总统大选，（）当选为美国新一届总统。,9775951,C
9768327,要牢记（）高于一切，组织动员各级党组织和广大党员、干部把打赢疫情防控阻击战作为当前的重大政治任务，把投身防控疫情第一线作为践行初心使命、体现责任担当的试金石和磨刀石。,9775965,D
9775747,1894年，孙中山创建了第一个革命团体 ( ) ,9775995,D
9782187,人类最初的道德是以(     )等形式表现出来<br />,9775999,A
9781547,关于法律权利与法律义务的关系下列说法中正确的是:(   )。<br />,9776102,C
9781682,新型国际关系，“新”的涵义有(   )。,9776129,B;C;D
9819534,创新发展，包括（）。,9780572,B
